#separator:tab
#html:true
#columns:deck	front	back
Anatomie::L’étage supra-mésocolique gauche	La loge splénique est ainsi (L’étage supra-mésocolique gauche)	délimitée : derrière l’estomac<br>avec le ligament gastro-splénique.<br>Le plafond de la bourse omentale<br>est limité par le petit omentum et<br>le lobe caudé du foie.<br>Les 2 espaces sus-hépatiques sont<br>séparées par le ligament<br>falciforme.
Anatomie::L’étage supra-mésocolique gauche	ENTREE  (L’étage supra-mésocolique gauche)	 Sous-costal D (travail sur<br>le foie)<br> Laparotomie médiane<br>(accès à l’estomac)<br> Si on fait une<br>splénectomie, on passe<br>en sous costale G ; pour
Anatomie::L’étage supra-mésocolique gauche	aller dans la loge (L’étage supra-mésocolique gauche)	splénique, on doit casser<br>le ligament phréno-<br>splénique quand il<br>existe.
Anatomie::L’étage sus-mésocolique Droit	Contenu : foie et voies biliaires. (L’étage sus-mésocolique Droit)	On met en place les éléments sur une vue antérieure<br>On peut examiner ces structures sur le malade. On voit don l’abdomen, sa limite supérieure, le contour du ceinture<br>costal inferieur, le processus xiphoïde. On retrouve le bord du muscle droit de l’abdomen du coté Droit qui est un<br>rapport important pour l’identification des structures de la région.<br>L’hypochondre droit est essentiellement rempli par le foie. Dans les conditions normales, la masse hépatique est<br>totalement située sous les côtes sauf au niveau de l’épigastre, ou elle déborde du rebord costal, au niveau de la partie<br>abdominale du foie qui est palpable entre l’extrémité antérieure<br>de la 8ème côte et la 10ème. Le bord que l’on peut accrocher du<br>foie à la palpation est oblique vers le bas et vers la droite.<br>En demandant au malade de respirer, on accroche le bord<br>inférieur du foie. On a ici le ligament rond du foie, impalpable,<br>qui s’appuie à la face profonde de la cicatrice ombilicale. C’est<br>la veine ombilicale oblitéré. La partie inferieure de l’estomac<br>touche la surface de l’épigastre, c’est la portion abdominale de<br>l’estomac, au niveau du triangle chirurgical de Labbé. Elle<br>croise le rebord costal au niveau de la 9ème C.<br>Le foie est en rapport avec la coupole diaphragmatique. Comme<br>on l’a vu pour la rate, viscère plein occupant la moitié Gauche<br>de l’étage sus mésocolique, le foie est mobile à la respiration,<br>car peut être mobilisé par le piston diaphragmatique. Pour<br>palper le BI du foie, on demande au malade d'inspirer<br>profondément, ce qui fait descendre le foie, et on peut<br>l’accrocher dans la portion de la région abdominale du foie.<br>On peut aussi réaliser la Percussion de la paroi thoracique<br>antérieure. Rappel : le cul de sac pleural recouvre le foie dans<br>le sinus costodiaphragmatique devant C11, latéralement. Le poumon repose sa languette aérée jusqu’au niveau de la<br>C9. Quand on percute la paroi thoracique antérieure à ce niveau, on rencontre une série de surfaces plus ou moins
Anatomie::L’étage sus-mésocolique Droit	sonores  (L’étage sus-mésocolique Droit)	 Dans la partie supérieure de la région, on à la sonorité pulmonaire.<br> Ensuite, zone de matité relative, son mat atténué par la sonorité pulmonaire,<br> puis zone de matité absolue quand il n’y a plus du tout d’air pulmonaire.<br>On peut alors mesurer indirectement la hauteur du foie qui est normalement de 12cm. En cas d'hépatomégalie la<br>hauteur devient supérieur à 12 cm et le foie se palpe dans le flanc droit, c'est-à-dire qui dépasse des côtes.<br>Le fond de la vésicule biliaire touche l’extrémité antérieure du grill costal, en regard de C10 à l'endroit où le bord<br>latéral du muscle droit de l'abdomen vient croiser le rebord costal (C’est le point de Murphy). En mettant la main à<br>plat sur l’abdomen, et on glisse le pousse le long du bord du muscle droit de l’abdomen, en regard de C10, on<br>demande au malade de respirer, ce qui fait descendre la vésicule vers notre doigt que l’on peut accrocher si elle est<br>augmentée de volume. Normalement la vésicule est non palpable, seulement à la faveur d’un mouvement respiratoire<br>profond ou augmentation de volume. Si elle est enflammée, ce moment provoque une douleur, signe de Murphy.<br>La voie biliaire se projette sur une ligne oblique, qui correspond à l’axe ombilico-axillaire (en pointillés entre la<br>cicatrice ombilicale et le pilier antérieur du creux axillaire). Elle fait apparaître avec la verticale du BL du droit de<br>l’abdomen et une ligne horizontale passant par l'ombilic le Triangle biliaire de Chauffard. Il est douloureux à<br>la palpation dans les infections des voies biliaires. Sur cet axe, s’incline la voie biliaire principale,<br>représenté par le cholédoque à 4 cm de l’ombilic.<br>Représentation du foie en vue antérieure<br>Le foie est une vaste masse ovoïde a grosse extrémité droite, qui occupe tout l’étage de l'hypochondre Droit, et une<br>partie de l’hypochondre Gauche, et partie significative se l’épigastre.<br>Sa surface est de couleur brune, rougeâtre. Il à un<br>bord qui a une profonde encoche sur la ligne<br>médiane, l’incisure ombilicale qui partage le foie à
Anatomie::L’étage sus-mésocolique Droit	sa face extérieure macroscopiquement en 2 parties  (L’étage sus-mésocolique Droit)	les 2 lobes du foie.<br> lobe Gauche peu développé.<br> lobe Droit.<br>L’incisure ombilicale laisse sortir le ligament rond<br>du foie, qui correspond à la veine ombilicale qui<br>rejoignait l’ombilic et donc rejoint le placenta, qui<br>s’est thrombosé.<br>2e incisure se met sur le bord inferieur du foie, qui<br>laisse dépasser le fond de la vésicule biliaire, qui<br>est normalement caché sous le rebord costal. Ne<br>peut pas dépasser le bord antérieur du foie de plus<br>de 1 cm. si elle dépasse plus, elle est dilatée.<br>Le foie est recouvert par une capsule luisante, il est<br>fragile, il fait environ 1,5  2 kg, dont 500 cc Sang, car c’est un organe qui est en permanence rempli de liquide<br>sanguin. La rupture de la capsule entraine une hémorragie dans la cavité abdominale qui peut être éventuellement<br>mortel. Les traumatismes hépatiques et spléniques sont extrêmement hémorragiques.<br>Par sa partie droite, le foie est relié à la coupole diaphragmatique par le ligament hépato phrénique. Le péritoine se<br>drape autour pour donner naissance à un ligament qui entoure à la manière d’une couronne, ligament coronaire.<br>Sur la ligne médiane, ce ligament se continue par les 2 feuillets adossés du ligament falciforme, se replient autour du<br>bord libre du ligament rond, donne naissance au ligament en faucille.. Le ligament falciforme s’insère sur la ligne<br>médiane, et sépare macroscopiquement le lobe Gauche et Droit du foie.<br>Aux 2 extrémités du foie, en continuité avec ces éléments se forment les petits Ligaments triangulaires viennent<br>rattacher le foie à la coupole diaphragmatique, ligament triangulaire Droit et Gauche.<br>Dans le hile, la capsule du foie suit les vaisseaux, se prolonge à l'intérieur du foie, et y fait<br>apparaitre une série de segments, chacun possédant un pédicule vasculaire propre. En<br>chirurgie on peut faire des résections segmentaires du foie.
Anatomie::L’étage sus-mésocolique Droit	Il faut le connaitre car On l’utilise régulièrement  (L’étage sus-mésocolique Droit)	On sépare le foie en 2 moitiés par une droite verticale<br> Foie droit, à droite de la ligne verticale qui passe par le BG de l’incisure vésiculaire,<br> Autre coté, le foie Gauche, qui a à peu près le même volume que le foie Droit.<br>On dessine une droite horizontale ce qui donne une segmentation dans le sens des aiguilles<br>d’une montre. Segmentation de Quinaud.<br><br><br><br><br><br><br><br><br>Segment I situé en arrière, qu’on ne voit pas.<br>Segment II<br>Segment III<br>Segment IV très volumineux<br>Segment V<br>Segment VI<br>Segment VII<br>Segment VIII<br>Le pneumopéritoine<br>Le péritoine viscéral qui entoure le foie, et donne naissance à<br>ces ligaments se continue avec le péritoine pariétal, et laisse<br>persister autour du foie un espace, qui correspond à la Partie la<br>plus élevée de la cavité péritonéale, les espaces sus hépatique<br>droite et gauche. C’est ici que se déplace l’air quand un<br>viscère creux se rompt, c’est ici que l’on observe le<br>pneumopéritoine.<br>Dans les conditions normales, le foie s’accole à la surface<br>diaphragmatique, c’est une masse hydrique. Normalement, il est<br>accolé à la coupole diaphragmatique, et donc en radiologie, leur<br>2 structures n’en font qu’un, s'il y a un pneumopéritoine, c'est-à-dire si de l’air quitte un viscère qui s’est perforé<br>(perforation d’un ulcère gastrique) l’air va se séquestrer entre le foie et la coupole diaphragmatique quand le<br>sujet est en position debout, ce qui fait apparaître un liseré noir. En dessous, la silhouette du foie, au dessus,<br>silhouette du diaphragme. Épanchement aérien dans le péritoine.<br>Parfois sur la ligne blanche, on peut voir une petit trajet vertical, ligament falciforme silhouetté par l’air dans<br>les 2 espaces sus hépatiques.<br>Coupe sagittale dans le foie<br>Il présente une série de 3 faces et 3 bords.<br> Le bord antérieur palpable à travers la paroi<br>abdominale, mince et tranchant,<br> les bords postérieurs sont mal délimités l’un de<br>l’autre<br> ligament hépato phrénique entre BPS et BPI,<br>expliquant la mobilité respiratoire.<br>A la périphérie du foie se trouve la Capsule de Glisson qui<br>se replie à l’intérieur du hile, elle est autour du foie. Elle est<br>sensible comme la capsule de la rate. Sa rupture dans les<br>traumatismes hépatiques provoque un épanchement<br>sanguin dans la cavité abdominale.<br>Faces<br> face diaphragmatique qui regarde la coupole<br>diaphragmatique.<br> Face hilaire ou viscérale, c’est la face<br>inférieure, traversé par une série de vaisseaux<br> Face postérieur, traversée par la Veine Cave<br>Inférieure.<br>Veine Cave Inférieure traverse le foie et draine une série de 3 veines sus hépatiques. Il y a une série de petites<br>veines accessoires qui se drainent directement dans face antérieure de la veine cave. Ces veines présente une<br>difficulté dans la transplantation hépatique. Quand on transplante un foie, on prélève donc le foie avec toute la<br>longueur de la Veine Cave Inférieure qui le traverse.<br>Le foie reçoit à la fois du sang veineux, et du sang artériel. Le sang veineux provient de la Veine porte intrapéritonéale. Les Voies de drainage sont représentées par les voies biliaires. Sur le plan artériel, il y a une<br>vascularisation venant de l’artère hépatique commune. Tous ces éléments entrent dans la face viscérale du foie<br>dans sa partie moyenne, au niveau du sillon hilaire du foie.<br>On examine le foie en face inferieure. Coté antérieure est en haut, latéral Droite.<br>L'extrémité droite est arrondie et volumineuse.<br>La partie moyenne présente en avant le segment<br>4 quadrangulaire, le lobe carré. En arrière, petit<br>segment, de petit volume, lobe caudé.<br>On a donc une segmentation qui donne la forme<br>d’une lettre H, sillon antéropostérieur Droit,<br>sillon antéropostérieur Gauche, et sillon<br>hilaire transversal.<br>La limite entre le lobe Gauche et lobe Droit est<br>fixé par le ligament rond du foie. En arrière, La<br>tache du ligament hépatophrénique se fait sur<br>le foie Droit. Cette zone n’est pas recouverte de<br>péritoine, c’est l’aréa nuda du foie.<br>Le sillon antéropostérieur Gauche est rempli par<br>le ligament rond. Le sillon antéropostérieur D à<br>une partie antérieure dilatée dans laquelle vient<br>se projeter la vésicule biliaire qui déborde un peu de cette partie (pas plus de 1 cm). Elle possède un fond aveugle, un corps,<br>et un infundibulum. C’est le lit de la vésicule biliaire.<br>La partie postérieure du sillon antéropostérieur Droit est occupé par la Veine Cave Inférieure qui est coincée entre le lobe<br>Droit et un prolongement qui l’étrangle dans sa partie moyenne. Le lobe carré en rapport avec le côlon transverse, et le lobe<br>caudé avec la bourse omentale. Il possède un tubercule caudé qui s’incline sur la Veine Cave et un Processus papilla ire qui se<br>dirige en arrière.<br>La Veine Cave Inférieure est étranglée où elle traverse le foie, ce qui la rend difficilement séparable. Quand on fait une<br>transplantation hépatique, on prélève la Veine Cave Inférieure avec le foie. Elle est ici étranglée par du parenchyme ou du<br>moins une gaine fibreuse.
Anatomie::L’étage sus-mésocolique Droit	Rapports du foie gauche  (L’étage sus-mésocolique Droit)	 Le lobe Gauche repose sur les 2 organes dans l’hypochondre<br>gauche, œsophage et estomac, faisant apparaitre emprunte<br>œsophagienne et emprunte de l’estomac.<br> Lobe carré côlon transverse<br> Lobe caudé bourse omentale
Anatomie::L’étage sus-mésocolique Droit	Rapports du foie Droit 	 Grosse emprunte Droit quadrangulaire,<br>appui du foie sur l’angle colique Droit.<br> petite triangulaire, rein Droit.<br> dernière ovalaire, la surrénale droite
Anatomie::L’étage sus-mésocolique Droit	Les ligaments  (L’étage sus-mésocolique Droit)	<br><br><br><br><br>Aux extrémités du foie, on retrouve les Ligaments triangulaire Droit et Gauche.<br>Le péritoine ne vient pas recouvrir la zone fibreuse qui donne naissance a l’area Nuda.<br>ligament coronaire se met en couronne autour de l’area nuda.<br>Le ligament falciforme est replié autour du ligament rond.<br>Le petit Omentum s’appuie sur le sillon hilaire transversal, qui contient la veine porte, qui est la<br>structure la plus postérieure au hile du foie, sur laquelle viennent se projeter les voies biliaires du<br>coté Droit et les structures artérielles du coté G.<br>Hile du foie<br> voies biliaires représentés par les canaux<br>hépatiques.<br> branches de l’artère hépatique<br> 2 branches de la veine porte qui entent dans<br>la profondeur du sillon hilaire.<br>Ces éléments sont en rapport avec des NL.<br>Quand ils sont augmentés de volume, ils<br>peuvent obstruer les voies biliaires au<br>niveau de la plaque hilaire. Il est alors<br>nécessaire d’envisager la transplantation<br>hépatique.<br>Le ligament rond rejoint en profondeur rejoint la branche Gauche de la Veine porte, réuni par un autre cordon<br>fibreux avec la Veine Cave Inférieure. Ce cordon est le canal d’Arantius.<br>Foie en vue postérieure.<br>On redessine le lobe caudé, en arrière du lobe<br>carré, avec son processus papillaire, et la masse<br>hépatique, avec son lobe Gauche, son lobe<br>Droit, volumineux.<br>Sillon hilaire entre les 2 sillons antéropostérieurs.<br>On est en vue postérieure, et on voit donc la face<br>viscérale, très étendue a Droite, s’amincit du coté<br>Gauche. BPS est en haut, BPI est en bas.<br>Dans le sillon de la vésicule biliaire, on retrouve<br>la vésicule biliaire, qui à tendance à tomber en<br>bas et en avant.<br>Dans le sillon Droit, on représente la Veine Cave Inférieure, croisé a l'intérieur du foie par un ligament. De l’autre coté on<br>redessine le canal d’Arantius, qui part du sillon hilaire, et qui se termine dans la veine cave, c’est un conduit veineux<br>oblitéré après la naissance. De l’autre coté, le ligament rond du foie, veine ombilicale oblitérée, Remplacé par une corde<br>fibreuse.<br>On retrouve la zone d’appui sur l’estomac, sur le côlon, sur le rein, et sur la surrénale.<br>Cette vue postérieure est importante car elle permet de montrer que les ligaments péritonéaux sont en continuité les un avec<br>les autres. Tous les Mésos qui se réfléchissent sur les structures vasculaires à la face postérieure viscérale du foie.<br> L’area Nuda, à une forme triangulaire est la zone où s’insère Ligament hépato phrénique. La base est<br>située contre la Veine Cave Inférieure, et le sommet se dirige latéralement.<br> Le péritoine qui tapisse le foie se réfléchit autour de cette zone, pour donner naissance à son extrémité droite,<br>au ligament triangulaire droit,<br> et au ligament qui semble entourer le ligament hépato phrénique comme une couronne, le ligament coronaire.<br> Le péritoine passe autour du méso de la Veine Cave Inférieure, entoure celle-ci, se réfléchit sur ligament<br>d’Arantius, attrape les structures du hile pour se continuer par le petit Omentum. En rapport avec le lobe<br>caudé, on retrouve un cul de sac, la bourse omentale derrière le petit Omentum, dont le toit est le lobe caudé<br>du foie.<br> à son extrémité Gauche, donne naissance au ligament triangulaire gauche,<br> et en avant, se continue pour donner naissance au ligament falciforme. Sa partie initiale pourrait être vu ici,<br>rattaché à la coupole diaphragmatique, en continuité avec le feuillet supérieure.<br>Le reste du foie est recouvert par du péritoine viscéral, qui Applique la vésicule biliaire a l’intérieur du sillon hilaire.<br>Projection du foie sur la paroi abdominale postérieure<br>On a L1, T12, T11, T10, avec le processus transverse des<br>vertèbres.<br>L’Area Nuda se projette par sa base en regard du processus<br>transverse de T10  T12. Par son sommet, elle se projette en<br>regard de l’extrémité de la 11e cote. Area Nuda n’est pas<br>recouverte de péritoine.<br>Le contour général du foie, en bas,<br> descend jusqu’au rebord costal du coté Droit,<br> et du coté gauche, s’étend dans la région postérieure.<br>En haut, le foie remonte jusqu'à C9 en arrière. En regard de la<br>coupole diaphragmatique en avant,<br> gauche, situé au niveau du 5e espace intercostal puisque<br>la pointe du cœur bat à cet endroit,<br> et remonte jusqu'au 4e espace intercostal Droit.<br>Vue Antérieure des Structures situées dans le hile hépatique<br>On dessine le foie comme s'il avait été récliné vers le haut, comme on le voit en chirurgie, avec le lobe carré en<br>avant, le lobe caudé en arrière, la partie Gauche du foie.<br>Le foie peut présenter dans<br>sa partie droite, un<br>prolongement inférieur qui<br>n’est pas présent chez tous<br>les sujets, fréquent dans la<br>race animale, et qui pose des<br>problèmes en<br>Transplantation<br>abdominale, c'est le lobe de<br>Riedel. C’est donc un<br>reliquat qui descend très bas<br>dans le flanc droit,<br>prolongement accessoire du<br>foie.<br>On représente le Sillon de la<br>vésicule biliaire, où on a<br>mis les écarteurs sur le bord<br>ant du foie pour voir la<br>vésicule biliaire, et le sillon<br>hilaire.<br>En arrière, on à le lobe<br>caudé de Spiegel. Il<br>représente le rapport<br>postérieur du hile du foie.<br>On peut voir le Sillon hilaire<br>transversal, et le Lobe<br>gauche du foie.<br>Sur la face viscérale du foie, on trouve la vésicule biliaire, qui se ramasse dans le lit de la vésicule biliaire. Elle<br>se continue par la voie biliaire accessoire.
Anatomie::L’étage sus-mésocolique Droit	La vésicule biliaire  (L’étage sus-mésocolique Droit)	 La partie initiale dilatée,forme le fond.<br> Ensuite, le corps,<br> sa partie rétrécie prend le nom de collet de la vésicule biliaire, ou<br>infundibulum.<br>La première partie dilatée du canal cystique prend le nom de promontoire ou ampoule de la vésicule biliaire qui<br>prend un aspect cironvolué, avec une Incisure vésiculaire.<br>En bas du foie, pour dessiner les structures du hile, on doit représenter la Veine Cave Inférieure qui se met<br>sous le pilier postérieur du foramen de la bourse omentale de l’hiatus de Winslow. La Veine Cave Inférieure<br>participe à la constitution du pédicule sous hépatique. Ce pédicule se forme en regard de la partie terminale du<br>duodénum, avec son angle, le génu supérius.<br>Le pédicule sus-hépatique est formé par les veines sus-hépatiques et la Veine Cave Inférieure.<br>Le pancréas est ici, et présente une série de 2 ressauts à son BS, tubérosités épiploïques de His, sur lesquelles<br>vont venir ricocher les structures du pédicule sous-hépatique.
Anatomie::L’étage sus-mésocolique Droit	Le Pédicule sous hépatique comprend  (L’étage sus-mésocolique Droit)	 La veine porte, qui vient de la face postérieure du pancréas, et se divise en 2 branches, branche<br>Gauche et Droit, la branche Droite plus volumineuse pour le lobe droit.<br> En topographie épi portale, on voit sortir les voies biliaires, elles viennent se rejoindre, et donne<br>naissance au canal hépatique commun (constitué de la réunion des 2 canaux hépatiques<br>propres), finalement rejoint par le canal cystique, qui s’abouche dans le bord droit du canal<br>hépatique commun, donnant naissance à la voie biliaire principale constitué par le canal<br>cholédoque, qui se dirige vers le duodénum, pour croiser la face postérieure de D1.<br> Axe artériel venant du tronc cœliaque. On représente la région du 8 de bichât, avec l’aorte<br>abdominale située ici, à travers le ligament arqué médian. Elle détache le trépied de Haller avec<br>- l’artère gastrique Gauche.<br>- l’artère splénique, branche Gauche, longe le BS du<br>pancréas,<br>- et enfin, l’artère hépatique commune.<br>L’artère hépatique commune ricoche sur la tubérosité épiploïque de His, remonte à la face antérieure de la<br>veine porte,<br> et dégage vers le bas, l’artère gastroduodénale qui croise la face postérieure du duodénum, et se
Anatomie::L’étage sus-mésocolique Droit	divise en 2 artères, (L’étage sus-mésocolique Droit)	o artère parncréaticoduodénale droite inférieur,<br>o et artère gastroépiploique Droite.<br> Elle donne naissance à l’artère gastrique Droite,<br> Elle se divise en 2 branches,<br>o Artère hépatique Gauche qui se dirige vers le lobe Gauche.<br>o Artère hépatique Droite volumineuse pour le lobe droit.<br> La branche Droite détache l’artère cystique qui se divise en 2 éléments de part et<br>d’autre du canal cystique, pour la vascularisation de la vésicule biliaire.
Anatomie::L’étage sus-mésocolique Droit	Les lymphatiques  (L’étage sus-mésocolique Droit)	 Ils se mettent le long de la voie biliaire, le long de la veine porte et du hile, et présentent leur relai<br>principal au niveau du ganglion principal ou ganglion de Mascagni. Dans les cancers du hile<br>hépatique, on peut avoir des obstructions des voies biliaires, et un ictère par rétention de la voie<br>biliaire, car les ganglions situés dans cette région sont augmentés de volume, et se dirigent tous<br>vers le ganglion principal.<br> Le drainage lymphatique se fait également sur des voies accessoires (schéma coupe sagittale),<br>car des lymphatiques peuvent courir le long du ligament<br>rond pour donner des métastases dans la région<br>Les métastases ganglionnaires des cancers<br>inguinale, on peut également avoir des métastases
Anatomie::L’étage sus-mésocolique Droit	du foie s’observent  (L’étage sus-mésocolique Droit)	dans la chaine rétrosternale.<br> Au hile<br> Enfin, il peut y avoir des voies de drainage<br>postérieures avec des métastases dans la chaîne<br>médiastinale postérieure.
Anatomie::L’étage sus-mésocolique Droit	Les nerfs  (L’étage sus-mésocolique Droit)	 Le long du tronc cœliaque,<br> dans la région inguinale,<br> dans la région rétrosternale,<br> ou cheminée rétrosternale<br>postérieure.<br>Le 8 de bichât laisse passer l’œsophage, et les nerfs vagues. Le nerf vague gauche quitte la partie antérieure de<br>l’hiatus et se termine sur la voie biliaire. Il se termine en donnant le nerf cystique, responsable de la<br>contraction de la vésicule biliaire lorsqu’on prend un repas gras. Quand il aborde le pédicule hépatique, le nerf<br>vague gauche donne naissance au nerf pylorique de Latarjet, descendant sur le pylore.<br>Le pylore est un relais ganglionnaire accessoire. Il y a des nœuds situés en suprapylorique, des nœuds qui<br>peuvent être en situation rétropylorique, infrapylorique, et peuvent être atteints avant de rejoindre le nœud<br>principal de Mascagni.<br>Dernier NL situé près de l'ampoule de la vésicule biliaire, Nœud Lymphatique de Quenu. Il est atteint dans<br>les cancers de la vésicule biliaire.<br>Pour les autres nerfs, il faut représenter les 2 ganglions cœliaques de Lushka. Le ganglion Droit est afférenté<br>par le nerf vague Droit, qui peut accessoirement se projeter sur le ganglion cœliaque controlatéral, mais<br>essentiellement au coté droit.<br>Afférences des nerfs splanchniques (grand splanchnique, petit splanchnique, et Splanchnique accessoire).
Anatomie::L’étage sus-mésocolique Droit	Deux nerfs hépatiques quittent les ganglions coeliaques (L’étage sus-mésocolique Droit)	 Nerf hépatique droite, venant du ganglion droit contenant des fibres ortho et parasympathiques,<br>qui passe derrière la veine porte, et le cholédoque. (topographie préportale)<br> Nerf hépatique gauche, passe devant la veine porte et l'artère hépatique<br>Rappel<br>La Veine porte va en oblique, vers la droite en<br>direction du foie, et forme la structure située devant<br>l’hiatus de Winslow (flèche verte qui passe entre le<br>pédicule hépatique antérieur constitué par : Veine<br>porte, voie biliaire, artère hépatique commune, et<br>le pédicule hépatique postérieur (veine Cave).<br>Le premier élément qui se constitue au niveau du hile<br>est la convergence portale. Environ 1 cm en<br>dessous, la convergence biliaire, en position<br>épiportale, et se réunissent ensuite à la face antérieure<br>de la veine porte. Elle se dégage ensuite du bord de<br>la veine porte, et laisse persister en bas, un espace<br>triangulaire, triangle interportocholédosien.<br>Autre triangle se forme entre le canal cystique et la<br>veine porte, le triangle biliaire de Callot.<br>Il faut l’aborder pour faire la cholécystectomie<br>c'est-à-dire pour aller enlever la vésicule biliaire et lier le pédicule de la vésicule biliaire représenté par le canal<br>cystique et l’artère cystique. C’est de l’artère hépatique droite que se dégage l’artère cystique dans le triangle<br>biliaire de callot. Pour la cholécystectomie, on doit tirer sur la vésicule biliaire pour ouvrir le triangle biliaire de<br>callot, et ici, on doit ligaturer l’artère cystique et le canal cystique.<br>3e division, 2 cm en dessous de la précédente, division de l’artère hépatique commune. Elle est beaucoup plus<br>basse. La branche droite croise la face postérieure de la voie biliaire principale. Quand on travaille sur la voie<br>biliaire principale, faut faire attention de ne pas ligaturer l’artère hépatique Droite.
Anatomie::L’étage sus-mésocolique Droit	Contenu du triangle interportocholédosien  (L’étage sus-mésocolique Droit)	 l’artère pancréatociduodénale droite supérieure, que l’on doit épargner<br>quand on fait la dissection de la région.<br> On trouve la veine pancréticoduodénale droite, croise l’artère.<br> Ganglions lymphatiques.
